罪名,手口,管轄警察署（発生地）,管轄交番・駐在所（発生地）,市区町村コード（発生地）,都道府県（発生地）,市区町村（発生地）,町丁目（発生地）,発生年月日（始期）,発生時（始期）,発生場所,発生場所の詳細,被害者の年齢,被害者の職業,施錠関係
窃盗,自転車盗,船橋東,薬円台交番,122041,千葉県,船橋市,薬円台６丁目,2022/7/20,21,４階建て以上共同住宅,駐車（輪）場,10歳代,中学生,施錠した
窃盗,自転車盗,船橋東,薬円台交番,122041,千葉県,船橋市,薬円台６丁目,2022/8/20,15,その他,駐車（輪）場,50歳代,その他,施錠した
窃盗,自転車盗,船橋東,薬円台交番,122041,千葉県,船橋市,滝台１丁目,2022/7/31,15,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,10歳代,小学生,施錠せず
窃盗,自転車盗,船橋東,高根台交番,122041,千葉県,船橋市,高野台１丁目,2022/8/18,19,道路上,その他,20歳代,大学生,施錠せず
窃盗,自転車盗,船橋東,高根台交番,122041,千葉県,船橋市,高根台１丁目,2022/3/30,6,その他,駐車（輪）場,40歳代,その他,施錠した
窃盗,自転車盗,船橋東,高根台交番,122041,千葉県,船橋市,高根台１丁目,2022/6/27,21,道路上,その他,10歳代,高校生,施錠せず
窃盗,自転車盗,船橋東,高根台交番,122041,千葉県,船橋市,高根台１丁目,2022/7/9,11,道路上,その他,10歳代,高校生,施錠した
窃盗,自転車盗,船橋東,高根台交番,122041,千葉県,船橋市,高根台１丁目,2022/9/14,10,道路上,その他,50歳代,その他,施錠せず
窃盗,自転車盗,船橋東,高根台交番,122041,千葉県,船橋市,高根台１丁目,2022/10/20,17,その他,駐車（輪）場,10歳代,大学生,施錠せず
窃盗,自転車盗,船橋東,高根台交番,122041,千葉県,船橋市,高根台２丁目,2022/2/26,8,その他,その他,30歳代,その他,施錠せず
窃盗,自転車盗,船橋東,高根台交番,122041,千葉県,船橋市,高根台２丁目,2022/6/21,19,一戸建住宅,その他,10歳代,小学生,施錠せず
窃盗,自転車盗,船橋東,高根台交番,122041,千葉県,船橋市,高根台２丁目,2022/9/30,18,４階建て以上共同住宅,駐車（輪）場,50歳代,その他,施錠した
窃盗,自転車盗,船橋東,高根台交番,122041,千葉県,船橋市,高根台３丁目,2022/5/31,7,一戸建住宅,その他,10歳代,小学生,施錠せず
窃盗,自転車盗,船橋東,高根台交番,122041,千葉県,船橋市,高根台３丁目,2022/6/12,14,一戸建住宅,その他,10歳未満,小学生,施錠せず
窃盗,自転車盗,船橋東,高根台交番,122041,千葉県,船橋市,高根台３丁目,2022/6/17,17,その他,その他,10歳代,小学生,施錠せず
窃盗,自転車盗,船橋東,高根台交番,122041,千葉県,船橋市,習志野台１丁目,2022/5/15,9,その他,駐車（輪）場,30歳代,その他,施錠せず
窃盗,自転車盗,船橋東,高根台交番,122041,千葉県,船橋市,松が丘１丁目,2022/10/20,22,一戸建住宅,駐車（輪）場,30歳代,その他,施錠せず
窃盗,自転車盗,船橋東,高根台交番,122041,千葉県,船橋市,松が丘２丁目,2022/8/14,22,一戸建住宅,駐車（輪）場,10歳代,高校生,施錠した
窃盗,自転車盗,船橋東,高根台交番,122041,千葉県,船橋市,松が丘２丁目,2022/9/25,12,道路上,その他,50歳代,その他,施錠せず
窃盗,自転車盗,船橋東,高根台交番,122041,千葉県,船橋市,松が丘４丁目,2022/8/23,21,その他,駐車（輪）場,10歳代,高校生,施錠せず
窃盗,自転車盗,船橋東,高根台交番,122041,千葉県,船橋市,松が丘５丁目,2022/4/7,13,４階建て以上共同住宅,駐車（輪）場,10歳代,中学生,施錠せず
窃盗,自転車盗,船橋東,高根台交番,122041,千葉県,船橋市,松が丘５丁目,2022/7/22,18,４階建て以上共同住宅,駐車（輪）場,20歳代,大学生,施錠した
窃盗,自転車盗,船橋東,高根台交番,122041,千葉県,船橋市,松が丘５丁目,2022/7/23,9,４階建て以上共同住宅,駐車（輪）場,70歳以上,その他,施錠した
窃盗,自転車盗,船橋東,高根台交番,122041,千葉県,船橋市,松が丘５丁目,2022/7/23,15,４階建て以上共同住宅,駐車（輪）場,10歳代,大学生,施錠せず
窃盗,自転車盗,船橋東,高根台交番,122041,千葉県,船橋市,松が丘５丁目,2022/10/8,17,４階建て以上共同住宅,駐車（輪）場,30歳代,その他,施錠した
窃盗,自転車盗,船橋東,高根台交番,122041,千葉県,船橋市,松が丘５丁目,2022/10/27,19,４階建て以上共同住宅,駐車（輪）場,50歳代,その他,施錠せず
窃盗,自転車盗,船橋東,高根台交番,122041,千葉県,船橋市,松が丘５丁目,2022/11/21,15,４階建て以上共同住宅,駐車（輪）場,30歳代,その他,施錠せず
窃盗,自転車盗,船橋東,,122165,千葉県,習志野市,泉町１丁目,2022/10/26,10,その他,駐車（輪）場,20歳代,大学生,施錠せず
窃盗,自転車盗,我孫子,つくし野交番,122220,千葉県,我孫子市,久寺家,2022/4/20,12,その他,駐車（輪）場,20歳代,大学生,施錠せず
窃盗,自転車盗,我孫子,つくし野交番,122220,千葉県,我孫子市,久寺家,2022/7/27,14,その他,駐車（輪）場,20歳代,大学生,施錠せず
窃盗,自転車盗,我孫子,つくし野交番,122220,千葉県,我孫子市,久寺家,2022/8/28,9,その他,駐車（輪）場,20歳代,大学生,施錠した
窃盗,自転車盗,我孫子,つくし野交番,122220,千葉県,我孫子市,つくし野３丁目,2022/3/13,19,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,20歳代,大学生,施錠せず
窃盗,自転車盗,我孫子,つくし野交番,122220,千葉県,我孫子市,つくし野３丁目,2022/7/24,20,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,10歳代,高校生,施錠した
窃盗,自転車盗,我孫子,つくし野交番,122220,千葉県,我孫子市,つくし野３丁目,不明,不明,その他の住宅（３階建て以下共同住宅等）,その他,法人・団体、被害者なし,法人・団体、被害者なし,施錠せず
窃盗,自転車盗,我孫子,つくし野交番,122220,千葉県,我孫子市,つくし野３丁目,不明,不明,４階建て以上共同住宅,駐車（輪）場,40歳代,その他,施錠せず
窃盗,自転車盗,我孫子,つくし野交番,122220,千葉県,我孫子市,つくし野４丁目,2022/6/7,23,その他,駐車（輪）場,50歳代,その他,施錠せず
窃盗,自転車盗,我孫子,つくし野交番,122220,千葉県,我孫子市,つくし野４丁目,2022/8/8,9,その他,駐車（輪）場,10歳代,小学生,施錠せず
窃盗,自転車盗,我孫子,つくし野交番,122220,千葉県,我孫子市,根戸,2022/6/12,17,一戸建住宅,駐車（輪）場,10歳代,高校生,施錠せず
窃盗,自転車盗,我孫子,つくし野交番,122220,千葉県,我孫子市,根戸,2022/8/14,18,一戸建住宅,その他,20歳代,その他,施錠せず
窃盗,自転車盗,我孫子,つくし野交番,122220,千葉県,我孫子市,白山３丁目,2022/8/23,18,４階建て以上共同住宅,その他,10歳代,中学生,施錠せず
窃盗,自転車盗,我孫子,天王台交番,122220,千葉県,我孫子市,青山,2022/4/6,15,一戸建住宅,駐車（輪）場,30歳代,その他,施錠せず
窃盗,自転車盗,我孫子,天王台交番,122220,千葉県,我孫子市,青山,2022/6/3,15,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,10歳代,高校生,施錠せず
窃盗,自転車盗,我孫子,天王台交番,122220,千葉県,我孫子市,岡発戸,2022/6/9,10,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,70歳以上,その他,施錠した
窃盗,自転車盗,我孫子,天王台交番,122220,千葉県,我孫子市,下ケ戸,2022/8/9,15,駐車（輪）場,駐車（輪）場,30歳代,その他,施錠せず
窃盗,自転車盗,我孫子,天王台交番,122220,千葉県,我孫子市,下ケ戸,2022/9/6,18,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,20歳代,その他,施錠せず
窃盗,自転車盗,我孫子,天王台交番,122220,千葉県,我孫子市,天王台１丁目,2022/3/10,11,駐車（輪）場,駐車（輪）場,40歳代,その他,施錠せず
窃盗,自転車盗,我孫子,天王台交番,122220,千葉県,我孫子市,天王台１丁目,2022/3/24,15,駐車（輪）場,駐車（輪）場,10歳代,高校生,施錠せず
窃盗,自転車盗,我孫子,天王台交番,122220,千葉県,我孫子市,天王台１丁目,2022/6/24,21,道路上,その他,30歳代,その他,施錠せず
窃盗,自転車盗,我孫子,天王台交番,122220,千葉県,我孫子市,天王台１丁目,2022/10/11,18,駐車（輪）場,駐車（輪）場,10歳代,高校生,施錠せず
窃盗,自転車盗,我孫子,天王台交番,122220,千葉県,我孫子市,天王台２丁目,2022/12/23,7,一戸建住宅,駐車（輪）場,70歳以上,その他,施錠した
窃盗,自転車盗,我孫子,天王台交番,122220,千葉県,我孫子市,天王台３丁目,2022/5/2,14,その他,駐車（輪）場,30歳代,その他,施錠せず
窃盗,自転車盗,我孫子,天王台交番,122220,千葉県,我孫子市,天王台４丁目,2022/4/17,18,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,20歳代,その他,施錠した
窃盗,自転車盗,我孫子,天王台交番,122220,千葉県,我孫子市,柴崎台３丁目,2022/2/14,18,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,10歳代,小学生,施錠せず
窃盗,自転車盗,我孫子,天王台交番,122220,千葉県,我孫子市,柴崎台３丁目,2022/7/1,12,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,10歳代,小学生,施錠せず
窃盗,自転車盗,我孫子,天王台交番,122220,千葉県,我孫子市,柴崎台３丁目,2022/7/27,19,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,30歳代,その他,施錠した
窃盗,自転車盗,我孫子,天王台交番,122220,千葉県,我孫子市,柴崎台４丁目,2022/7/29,8,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,10歳代,大学生,施錠せず
窃盗,自転車盗,我孫子,天王台交番,122220,千葉県,我孫子市,南青山,2022/8/27,18,一戸建住宅,駐車（輪）場,20歳代,その他,施錠した
窃盗,自転車盗,我孫子,布佐駅前交番,122220,千葉県,我孫子市,布佐平和台１丁目,2022/7/27,8,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,10歳代,高校生,施錠せず
窃盗,自転車盗,我孫子,布佐駅前交番,122220,千葉県,我孫子市,布佐平和台３丁目,2022/7/26,20,一戸建住宅,その他,70歳以上,その他,施錠した
窃盗,自転車盗,我孫子,我孫子駅前交番,122220,千葉県,我孫子市,我孫子,2021/12/10,15,一戸建住宅,駐車（輪）場,10歳代,中学生,施錠せず
窃盗,自転車盗,我孫子,我孫子駅前交番,122220,千葉県,我孫子市,我孫子１丁目,2022/1/31,8,その他,駐車（輪）場,10歳代,高校生,施錠せず
窃盗,自転車盗,我孫子,我孫子駅前交番,122220,千葉県,我孫子市,我孫子１丁目,2022/2/7,8,駐車（輪）場,駐車（輪）場,10歳代,高校生,施錠せず
窃盗,自転車盗,我孫子,我孫子駅前交番,122220,千葉県,我孫子市,我孫子１丁目,2022/3/5,18,駐車（輪）場,駐車（輪）場,20歳代,大学生,施錠せず
窃盗,自転車盗,我孫子,我孫子駅前交番,122220,千葉県,我孫子市,我孫子１丁目,2022/3/11,8,その他,駐車（輪）場,20歳代,その他,施錠せず
窃盗,自転車盗,我孫子,我孫子駅前交番,122220,千葉県,我孫子市,我孫子１丁目,2022/4/9,21,その他,駐車（輪）場,10歳代,高校生,施錠せず
窃盗,自転車盗,我孫子,我孫子駅前交番,122220,千葉県,我孫子市,我孫子１丁目,2022/4/11,9,その他,駐車（輪）場,10歳代,大学生,施錠せず
窃盗,自転車盗,我孫子,我孫子駅前交番,122220,千葉県,我孫子市,我孫子１丁目,2022/4/27,5,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,20歳代,大学生,施錠した
窃盗,自転車盗,我孫子,我孫子駅前交番,122220,千葉県,我孫子市,我孫子１丁目,2022/5/28,11,駐車（輪）場,駐車（輪）場,10歳代,高校生,施錠せず
窃盗,自転車盗,我孫子,我孫子駅前交番,122220,千葉県,我孫子市,我孫子１丁目,2022/6/3,22,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,10歳代,中学生,施錠せず
窃盗,自転車盗,我孫子,我孫子駅前交番,122220,千葉県,我孫子市,我孫子１丁目,2022/7/7,9,駐車（輪）場,駐車（輪）場,10歳代,大学生,施錠せず
窃盗,自転車盗,我孫子,我孫子駅前交番,122220,千葉県,我孫子市,我孫子１丁目,2022/7/8,20,駐車（輪）場,駐車（輪）場,20歳代,大学生,施錠せず
窃盗,自転車盗,我孫子,我孫子駅前交番,122220,千葉県,我孫子市,我孫子１丁目,2022/7/16,17,駐車（輪）場,駐車（輪）場,10歳代,大学生,施錠せず
窃盗,自転車盗,我孫子,我孫子駅前交番,122220,千葉県,我孫子市,我孫子１丁目,2022/7/18,10,駐車（輪）場,駐車（輪）場,10歳代,高校生,施錠せず
窃盗,自転車盗,我孫子,我孫子駅前交番,122220,千葉県,我孫子市,我孫子１丁目,2022/8/17,18,駐車（輪）場,駐車（輪）場,10歳代,中学生,施錠せず
窃盗,自転車盗,我孫子,我孫子駅前交番,122220,千葉県,我孫子市,我孫子１丁目,2022/9/9,11,駐車（輪）場,駐車（輪）場,20歳代,その他,施錠せず
窃盗,自転車盗,我孫子,我孫子駅前交番,122220,千葉県,我孫子市,我孫子１丁目,2022/9/16,20,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,30歳代,その他,施錠した
窃盗,自転車盗,我孫子,我孫子駅前交番,122220,千葉県,我孫子市,我孫子１丁目,2022/9/19,14,駐車（輪）場,駐車（輪）場,10歳代,大学生,施錠せず
窃盗,自転車盗,我孫子,我孫子駅前交番,122220,千葉県,我孫子市,我孫子１丁目,2022/11/25,10,その他,駐車（輪）場,40歳代,その他,施錠せず
窃盗,自転車盗,我孫子,我孫子駅前交番,122220,千葉県,我孫子市,我孫子４丁目,2022/8/5,16,その他,駐車（輪）場,10歳未満,小学生,施錠せず
窃盗,自転車盗,我孫子,我孫子駅前交番,122220,千葉県,我孫子市,我孫子４丁目,2022/9/16,18,その他,駐車（輪）場,20歳代,大学生,施錠せず
窃盗,自転車盗,我孫子,我孫子駅前交番,122220,千葉県,我孫子市,我孫子４丁目,2022/9/19,10,その他,その他,法人・団体、被害者なし,法人・団体、被害者なし,施錠せず
窃盗,自転車盗,我孫子,我孫子駅前交番,122220,千葉県,我孫子市,泉,2022/9/26,15,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,70歳以上,その他,施錠せず
窃盗,自転車盗,我孫子,我孫子駅前交番,122220,千葉県,我孫子市,寿２丁目,2022/8/20,7,一戸建住宅,その他,60-64歳,その他,施錠せず
窃盗,自転車盗,我孫子,我孫子駅前交番,122220,千葉県,我孫子市,台田３丁目,2022/3/12,22,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,20歳代,その他,施錠せず
窃盗,自転車盗,我孫子,我孫子駅前交番,122220,千葉県,我孫子市,台田３丁目,2022/9/28,22,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,20歳代,大学生,施錠した
窃盗,自転車盗,我孫子,我孫子駅前交番,122220,千葉県,我孫子市,並木５丁目,2022/6/2,19,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,10歳代,その他,施錠した
窃盗,自転車盗,我孫子,我孫子駅前交番,122220,千葉県,我孫子市,並木６丁目,2022/6/4,0,その他,駐車（輪）場,10歳代,大学生,施錠せず
窃盗,自転車盗,我孫子,我孫子駅前交番,122220,千葉県,我孫子市,並木７丁目,2022/3/17,17,４階建て以上共同住宅,駐車（輪）場,20歳代,その他,施錠せず
窃盗,自転車盗,我孫子,我孫子駅前交番,122220,千葉県,我孫子市,並木９丁目,2022/1/25,18,一戸建住宅,駐車（輪）場,50歳代,その他,施錠せず
窃盗,自転車盗,我孫子,我孫子駅前交番,122220,千葉県,我孫子市,白山１丁目,2022/10/11,14,駐車（輪）場,駐車（輪）場,70歳以上,その他,施錠せず
窃盗,自転車盗,我孫子,我孫子駅前交番,122220,千葉県,我孫子市,白山１丁目,2022/10/25,7,一戸建住宅,駐車（輪）場,10歳代,高校生,施錠せず
窃盗,自転車盗,我孫子,我孫子駅前交番,122220,千葉県,我孫子市,白山３丁目,2022/2/2,8,その他の住宅（３階建て以下共同住宅等）,その他,10歳代,中学生,施錠せず
窃盗,自転車盗,我孫子,我孫子駅前交番,122220,千葉県,我孫子市,船戸１丁目,2022/8/9,18,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,10歳代,小学生,施錠せず
窃盗,自転車盗,我孫子,我孫子駅前交番,122220,千葉県,我孫子市,船戸１丁目,2022/9/21,21,一戸建住宅,駐車（輪）場,60-64歳,その他,施錠せず
窃盗,自転車盗,我孫子,我孫子駅前交番,122220,千葉県,我孫子市,本町１丁目,2022/4/10,7,その他,駐車（輪）場,10歳代,大学生,施錠せず
窃盗,自転車盗,我孫子,我孫子駅前交番,122220,千葉県,我孫子市,本町１丁目,2022/6/29,21,その他,駐車（輪）場,10歳代,大学生,施錠せず
窃盗,自転車盗,我孫子,我孫子駅前交番,122220,千葉県,我孫子市,本町２丁目,2022/2/26,17,道路上,その他,10歳代,中学生,施錠せず
窃盗,自転車盗,我孫子,我孫子駅前交番,122220,千葉県,我孫子市,本町２丁目,2022/9/16,17,その他,その他,20歳代,その他,施錠せず
窃盗,自転車盗,我孫子,我孫子駅前交番,122220,千葉県,我孫子市,本町２丁目,2022/9/22,16,駐車（輪）場,駐車（輪）場,10歳代,高校生,施錠せず
窃盗,自転車盗,我孫子,我孫子駅前交番,122220,千葉県,我孫子市,本町２丁目,2022/11/8,16,駐車（輪）場,駐車（輪）場,10歳代,高校生,施錠せず
窃盗,自転車盗,我孫子,我孫子駅前交番,122220,千葉県,我孫子市,本町３丁目,2022/3/29,12,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,10歳代,大学生,施錠せず
窃盗,自転車盗,我孫子,我孫子駅前交番,122220,千葉県,我孫子市,本町３丁目,2022/6/27,15,その他,駐車（輪）場,20歳代,その他,施錠せず
窃盗,自転車盗,我孫子,我孫子駅前交番,122220,千葉県,我孫子市,本町３丁目,2022/8/26,21,駐車（輪）場,駐車（輪）場,20歳代,その他,施錠せず
窃盗,自転車盗,我孫子,我孫子駅前交番,122220,千葉県,我孫子市,本町３丁目,2022/8/27,13,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,10歳代,中学生,施錠せず
窃盗,自転車盗,我孫子,我孫子駅前交番,122220,千葉県,我孫子市,本町３丁目,2022/9/10,10,駐車（輪）場,駐車（輪）場,10歳代,高校生,施錠した
窃盗,自転車盗,我孫子,我孫子駅前交番,122220,千葉県,我孫子市,本町３丁目,2022/9/30,9,４階建て以上共同住宅,駐車（輪）場,10歳代,中学生,施錠せず
窃盗,自転車盗,我孫子,我孫子駅前交番,122220,千葉県,我孫子市,本町３丁目,2022/11/9,18,駐車（輪）場,駐車（輪）場,10歳代,高校生,施錠せず
窃盗,自転車盗,我孫子,我孫子駅前交番,122220,千葉県,我孫子市,本町３丁目,2022/12/9,12,駐車（輪）場,駐車（輪）場,10歳代,高校生,施錠せず
窃盗,自転車盗,我孫子,我孫子駅前交番,122220,千葉県,我孫子市,緑２丁目,2021/11/20,9,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,20歳代,その他,施錠した
窃盗,自転車盗,我孫子,我孫子駅前交番,122220,千葉県,我孫子市,緑２丁目,2022/3/30,23,その他,駐車（輪）場,10歳代,その他,施錠した
窃盗,自転車盗,我孫子,我孫子駅前交番,122220,千葉県,我孫子市,若松,2022/7/7,12,その他,駐車（輪）場,10歳代,高校生,施錠せず
窃盗,自転車盗,我孫子,新木駅前交番,122220,千葉県,我孫子市,湖北台３丁目,2022/6/17,17,一戸建住宅,駐車（輪）場,60-64歳,その他,施錠した
窃盗,自転車盗,我孫子,新木駅前交番,122220,千葉県,我孫子市,南新木３丁目,2022/9/6,10,一戸建住宅,駐車（輪）場,30歳代,その他,施錠した
窃盗,自転車盗,我孫子,東我孫子駐在所,122220,千葉県,我孫子市,高野山,2022/9/27,6,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,30歳代,その他,施錠した
窃盗,自転車盗,我孫子,東我孫子駐在所,122220,千葉県,我孫子市,高野山,2022/10/23,23,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,40歳代,その他,施錠せず
窃盗,自転車盗,我孫子,東我孫子駐在所,122220,千葉県,我孫子市,東我孫子１丁目,2022/3/15,19,駐車（輪）場,駐車（輪）場,20歳代,その他,施錠した
窃盗,自転車盗,我孫子,東我孫子駐在所,122220,千葉県,我孫子市,東我孫子１丁目,2022/7/12,7,駐車（輪）場,駐車（輪）場,40歳代,その他,施錠した
窃盗,自転車盗,我孫子,東我孫子駐在所,122220,千葉県,我孫子市,東我孫子１丁目,2022/7/20,8,駐車（輪）場,駐車（輪）場,20歳代,大学生,施錠せず
窃盗,自転車盗,我孫子,湖北台交番,122220,千葉県,我孫子市,湖北台１丁目,2022/3/15,20,一戸建住宅,駐車（輪）場,10歳代,中学生,施錠せず
窃盗,自転車盗,我孫子,湖北台交番,122220,千葉県,我孫子市,湖北台１丁目,2022/7/8,18,駐車（輪）場,駐車（輪）場,10歳代,中学生,施錠せず
窃盗,自転車盗,我孫子,湖北台交番,122220,千葉県,我孫子市,湖北台１丁目,2022/7/17,12,駐車（輪）場,駐車（輪）場,10歳代,高校生,施錠せず
窃盗,自転車盗,我孫子,湖北台交番,122220,千葉県,我孫子市,湖北台１丁目,2022/9/2,7,駐車（輪）場,駐車（輪）場,10歳代,高校生,施錠せず
窃盗,自転車盗,我孫子,湖北台交番,122220,千葉県,我孫子市,湖北台３丁目,2022/5/15,17,一戸建住宅,駐車（輪）場,10歳代,中学生,施錠せず
窃盗,自転車盗,我孫子,湖北台交番,122220,千葉県,我孫子市,湖北台３丁目,2022/6/27,10,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,10歳代,高校生,施錠せず
窃盗,自転車盗,我孫子,湖北台交番,122220,千葉県,我孫子市,湖北台３丁目,2022/9/4,18,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,30歳代,その他,施錠せず
窃盗,自転車盗,我孫子,湖北台交番,122220,千葉県,我孫子市,湖北台５丁目,2022/6/12,22,一戸建住宅,駐車（輪）場,10歳代,高校生,施錠せず
窃盗,自転車盗,我孫子,湖北台交番,122220,千葉県,我孫子市,湖北台７丁目,2022/8/2,16,４階建て以上共同住宅,駐車（輪）場,65-69歳,その他,施錠せず
窃盗,自転車盗,我孫子,湖北台交番,122220,千葉県,我孫子市,湖北台７丁目,2022/8/15,13,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,10歳代,その他,施錠せず
窃盗,自転車盗,我孫子,湖北台交番,122220,千葉県,我孫子市,中里,2022/4/5,23,道路上,その他,40歳代,その他,施錠せず
窃盗,自転車盗,我孫子,湖北台交番,122220,千葉県,我孫子市,中峠,2022/7/21,19,一戸建住宅,駐車（輪）場,50歳代,その他,施錠せず
窃盗,自転車盗,我孫子,湖北台交番,122220,千葉県,我孫子市,中峠台,2022/7/17,0,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,30歳代,その他,施錠せず
窃盗,自転車盗,松戸東,五香交番,122076,千葉県,松戸市,金ケ作,2022/3/16,10,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,10歳代,高校生,施錠した
窃盗,自転車盗,松戸東,五香交番,122076,千葉県,松戸市,金ケ作,2022/8/9,14,駐車（輪）場,駐車（輪）場,10歳代,大学生,施錠せず
窃盗,自転車盗,松戸東,五香交番,122076,千葉県,松戸市,金ケ作,2022/8/26,9,一戸建住宅,その他,10歳代,高校生,施錠した
窃盗,自転車盗,松戸東,五香交番,122076,千葉県,松戸市,金ケ作,2022/10/6,10,道路上,その他,20歳代,その他,施錠した
窃盗,自転車盗,松戸東,五香交番,122076,千葉県,松戸市,金ケ作,2022/12/9,15,一戸建住宅,駐車（輪）場,40歳代,その他,施錠した
窃盗,自転車盗,松戸東,五香交番,122076,千葉県,松戸市,金ケ作,2022/12/14,15,道路上,その他,50歳代,その他,施錠した
窃盗,自転車盗,松戸東,五香交番,122076,千葉県,松戸市,常盤平５丁目,2022/4/22,14,道路上,その他,10歳代,その他,施錠せず
窃盗,自転車盗,松戸東,五香交番,122076,千葉県,松戸市,五香１丁目,2022/5/25,20,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,40歳代,その他,施錠した
窃盗,自転車盗,松戸東,五香交番,122076,千葉県,松戸市,五香１丁目,2022/9/2,16,駐車（輪）場,駐車（輪）場,10歳代,高校生,施錠した
窃盗,自転車盗,松戸東,五香交番,122076,千葉県,松戸市,五香１丁目,2022/10/24,21,その他,駐車（輪）場,10歳代,高校生,施錠した
窃盗,自転車盗,松戸東,五香交番,122076,千葉県,松戸市,五香１丁目,2022/11/4,22,その他,駐車（輪）場,10歳代,その他,施錠せず
窃盗,自転車盗,松戸東,五香交番,122076,千葉県,松戸市,五香１丁目,2022/11/10,6,その他,駐車（輪）場,30歳代,その他,施錠せず
窃盗,自転車盗,松戸東,五香交番,122076,千葉県,松戸市,五香１丁目,2022/11/16,9,４階建て以上共同住宅,駐車（輪）場,10歳代,大学生,施錠した
窃盗,自転車盗,松戸東,五香交番,122076,千葉県,松戸市,五香１丁目,2022/11/24,9,駐車（輪）場,駐車（輪）場,70歳以上,その他,施錠した
窃盗,自転車盗,松戸東,五香交番,122076,千葉県,松戸市,五香２丁目,2022/3/25,17,一戸建住宅,駐車（輪）場,10歳未満,小学生,施錠せず
窃盗,自転車盗,松戸東,五香交番,122076,千葉県,松戸市,五香２丁目,2022/6/26,18,道路上,その他,10歳代,中学生,施錠せず
窃盗,自転車盗,松戸東,五香交番,122076,千葉県,松戸市,五香４丁目,2022/5/2,7,駐車（輪）場,駐車（輪）場,20歳代,その他,施錠せず
窃盗,自転車盗,松戸東,五香交番,122076,千葉県,松戸市,五香４丁目,2022/12/19,18,一戸建住宅,その他,20歳代,その他,施錠した
窃盗,自転車盗,松戸東,五香交番,122076,千葉県,松戸市,五香５丁目,2022/4/27,21,駐車（輪）場,駐車（輪）場,20歳代,その他,施錠せず
窃盗,自転車盗,松戸東,五香交番,122076,千葉県,松戸市,五香６丁目,2022/4/24,15,駐車（輪）場,駐車（輪）場,20歳代,その他,施錠せず
窃盗,自転車盗,松戸東,五香交番,122076,千葉県,松戸市,五香６丁目,2022/6/23,22,駐車（輪）場,駐車（輪）場,10歳代,その他,施錠せず
窃盗,自転車盗,松戸東,五香交番,122076,千葉県,松戸市,五香７丁目,2022/7/1,16,一戸建住宅,駐車（輪）場,40歳代,その他,施錠せず
窃盗,自転車盗,松戸東,五香交番,122076,千葉県,松戸市,五香７丁目,2022/8/15,17,一戸建住宅,その他,50歳代,その他,施錠せず
窃盗,自転車盗,松戸東,五香交番,122076,千葉県,松戸市,五香７丁目,2022/10/7,9,一戸建住宅,その他,10歳代,中学生,施錠せず
窃盗,自転車盗,松戸東,五香交番,122076,千葉県,松戸市,五香７丁目,2022/10/31,11,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,20歳代,その他,施錠せず
窃盗,自転車盗,松戸東,五香交番,122076,千葉県,松戸市,五香８丁目,2022/11/2,17,一戸建住宅,その他,50歳代,その他,施錠した
窃盗,自転車盗,松戸東,五香交番,122076,千葉県,松戸市,五香８丁目,2022/11/16,18,一戸建住宅,その他,50歳代,その他,施錠した
窃盗,自転車盗,松戸東,五香交番,122076,千葉県,松戸市,,2022/8/29,22,一戸建住宅,駐車（輪）場,40歳代,その他,施錠せず
窃盗,自転車盗,松戸東,五香交番,122076,千葉県,松戸市,五香南１丁目,2022/5/4,15,その他,駐車（輪）場,70歳以上,その他,施錠した
窃盗,自転車盗,松戸東,五香交番,122076,千葉県,松戸市,五香南２丁目,2022/3/26,13,駐車（輪）場,駐車（輪）場,20歳代,その他,施錠した
